-4.875000000000000000e+01,1.000000000000000000e+00,4.500000000000000000e+01,5.400000000000000000e+01,2.734999895095825195e+00,7.671064453125000000e+03,6.009999847412109375e+01
-4.365000152587890625e+01,0.000000000000000000e+00,3.200000000000000000e+01,6.800000000000000000e+01,2.717000007629394531e+00,6.521953613281250000e+03,6.780000305175781250e+01
-3.300000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+01,5.900000000000000000e+01,2.683000087738037109e+00,6.542298339843750000e+03,7.319999694824218750e+01
-1.854999923706054688e+01,0.000000000000000000e+00,4.200000000000000000e+01,5.800000000000000000e+01,2.680999994277954102e+00,7.488591796875000000e+03,9.809999847412109375e+01
-4.465000152587890625e+01,2.000000000000000000e+00,3.200000000000000000e+01,6.600000000000000000e+01,2.707999944686889648e+00,6.521953613281250000e+03,7.090000152587890625e+01
-4.945000076293945312e+01,0.000000000000000000e+00,3.200000000000000000e+01,6.800000000000000000e+01,2.724999904632568359e+00,7.447418457031250000e+03,6.750000000000000000e+01
-4.790000152587890625e+01,2.000000000000000000e+00,3.400000000000000000e+01,6.400000000000000000e+01,2.710999965667724609e+00,7.559294921875000000e+03,6.809999847412109375e+01
-3.990000152587890625e+01,2.000000000000000000e+00,3.000000000000000000e+01,6.800000000000000000e+01,2.726000070571899414e+00,7.082264648437500000e+03,8.169999694824218750e+01
-2.739999961853027344e+01,0.000000000000000000e+00,4.000000000000000000e+01,6.000000000000000000e+01,2.677000045776367188e+00,6.521953613281250000e+03,8.819999694824218750e+01
-4.379999923706054688e+01,2.000000000000000000e+00,1.900000000000000000e+01,7.900000000000000000e+01,2.742000102996826172e+00,7.596370605468750000e+03,9.400000000000000000e+01
-3.809999847412109375e+01,6.200000000000000000e+01,1.700000000000000000e+01,2.100000000000000000e+01,2.648999929428100586e+00,6.242249511718750000e+03,3.959999847412109375e+01
-4.670000076293945312e+01,1.000000000000000000e+00,2.500000000000000000e+01,7.400000000000000000e+01,2.753999948501586914e+00,7.595457031250000000e+03,7.450000000000000000e+01
-3.309999847412109375e+01,0.000000000000000000e+00,3.300000000000000000e+01,6.700000000000000000e+01,2.713000059127807617e+00,7.152549316406250000e+03,8.250000000000000000e+01
-3.340000152587890625e+01,1.000000000000000000e+00,3.700000000000000000e+01,6.200000000000000000e+01,2.698999881744384766e+00,6.521953613281250000e+03,8.400000000000000000e+01
-3.834999847412109375e+01,2.000000000000000000e+00,3.400000000000000000e+01,6.400000000000000000e+01,2.716000080108642578e+00,7.152549316406250000e+03,7.930000305175781250e+01
-4.320000076293945312e+01,1.000000000000000000e+00,1.900000000000000000e+01,8.000000000000000000e+01,2.730000019073486328e+00,7.595457031250000000e+03,9.530000305175781250e+01
-3.060000038146972656e+01,2.000000000000000000e+00,4.900000000000000000e+01,4.800000000000000000e+01,2.664000034332275391e+00,4.991935058593750000e+03,7.469999694824218750e+01
-4.979999923706054688e+01,1.000000000000000000e+00,3.100000000000000000e+01,6.800000000000000000e+01,2.737999916076660156e+00,7.596370605468750000e+03,7.130000305175781250e+01
-4.829999923706054688e+01,0.000000000000000000e+00,3.300000000000000000e+01,6.700000000000000000e+01,2.716000080108642578e+00,7.595457031250000000e+03,7.190000152587890625e+01
-4.320000076293945312e+01,1.000000000000000000e+00,1.900000000000000000e+01,8.000000000000000000e+01,2.730000019073486328e+00,7.595457031250000000e+03,9.530000305175781250e+01
-1.939999961853027344e+01,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,2.611000061035156250e+00,3.691310058593750000e+03,1.058000030517578125e+02
-3.290000152587890625e+01,1.000000000000000000e+00,5.100000000000000000e+01,4.800000000000000000e+01,2.700999975204467773e+00,6.485585449218750000e+03,7.609999847412109375e+01
-2.370000076293945312e+01,1.000000000000000000e+00,4.200000000000000000e+01,5.700000000000000000e+01,2.651999950408935547e+00,5.694240722656250000e+03,1.059000015258789062e+02
-3.740000152587890625e+01,0.000000000000000000e+00,3.900000000000000000e+01,6.100000000000000000e+01,2.713999986648559570e+00,7.082264648437500000e+03,7.830000305175781250e+01
-2.400000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+01,5.800000000000000000e+01,2.665999889373779297e+00,7.559294921875000000e+03,9.319999694824218750e+01
-4.340000152587890625e+01,3.000000000000000000e+00,3.300000000000000000e+01,6.400000000000000000e+01,2.742000102996826172e+00,7.082264648437500000e+03,6.680000305175781250e+01
-1.893000030517578125e+01,2.000000000000000000e+00,5.800000000000000000e+01,4.000000000000000000e+01,2.703999996185302734e+00,6.000036621093750000e+03,1.004000015258789062e+02
-3.940000152587890625e+01,4.000000000000000000e+00,4.200000000000000000e+01,5.400000000000000000e+01,2.737999916076660156e+00,7.253408691406250000e+03,8.400000000000000000e+01
-4.775000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+01,6.800000000000000000e+01,2.721999883651733398e+00,7.523443359375000000e+03,7.359999847412109375e+01
-3.520000076293945312e+01,0.000000000000000000e+00,2.900000000000000000e+01,7.100000000000000000e+01,2.700000047683715820e+00,7.618316894531250000e+03,9.080000305175781250e+01
-3.709999847412109375e+01,0.000000000000000000e+00,3.800000000000000000e+01,6.200000000000000000e+01,2.709000110626220703e+00,6.440284667968750000e+03,8.540000152587890625e+01
-4.445000076293945312e+01,3.000000000000000000e+00,4.000000000000000000e+01,5.700000000000000000e+01,2.729000091552734375e+00,7.528234375000000000e+03,7.080000305175781250e+01
-3.400000000000000000e+01,0.000000000000000000e+00,3.600000000000000000e+01,6.400000000000000000e+01,2.698999881744384766e+00,7.559294921875000000e+03,8.300000000000000000e+01
-3.345000076293945312e+01,1.500000000000000000e+01,4.300000000000000000e+01,3.200000000000000000e+01,2.769999980926513672e+00,4.292002441406250000e+03,4.550000000000000000e+01
-1.845000076293945312e+01,3.000000000000000000e+01,4.200000000000000000e+01,2.800000000000000000e+01,2.690999984741210938e+00,1.694447753906250000e+03,3.809999847412109375e+01
-1.810000038146972656e+01,2.000000000000000000e+00,3.200000000000000000e+01,6.600000000000000000e+01,2.732000112533569336e+00,7.340244140625000000e+03,9.019999694824218750e+01
-2.493000030517578125e+01,3.000000000000000000e+00,5.700000000000000000e+01,4.000000000000000000e+01,2.608000040054321289e+00,6.000036621093750000e+03,1.039000015258789062e+02
-5.004999923706054688e+01,0.000000000000000000e+00,3.200000000000000000e+01,6.800000000000000000e+01,2.706000089645385742e+00,7.618316894531250000e+03,6.809999847412109375e+01
-3.110000038146972656e+01,0.000000000000000000e+00,4.200000000000000000e+01,5.800000000000000000e+01,2.688999891281127930e+00,5.904530273437500000e+03,7.950000000000000000e+01
-2.410000038146972656e+01,5.000000000000000000e+00,4.800000000000000000e+01,4.700000000000000000e+01,2.717000007629394531e+00,7.340244140625000000e+03,8.940000152587890625e+01
-3.695000076293945312e+01,0.000000000000000000e+00,3.200000000000000000e+01,6.800000000000000000e+01,2.716000080108642578e+00,7.152549316406250000e+03,8.119999694824218750e+01
-2.110000038146972656e+01,0.000000000000000000e+00,4.100000000000000000e+01,5.900000000000000000e+01,2.703000068664550781e+00,5.904530273437500000e+03,1.111999969482421875e+02
-1.710000038146972656e+01,2.000000000000000000e+00,5.400000000000000000e+01,4.300000000000000000e+01,2.677999973297119141e+00,4.991935058593750000e+03,8.350000000000000000e+01
-2.829999923706054688e+01,1.000000000000000000e+00,5.100000000000000000e+01,4.800000000000000000e+01,2.655999898910522461e+00,6.990425781250000000e+03,9.830000305175781250e+01
-2.760000038146972656e+01,1.000000000000000000e+00,4.700000000000000000e+01,5.200000000000000000e+01,2.654999971389770508e+00,4.991935058593750000e+03,8.169999694824218750e+01
-1.839999961853027344e+01,2.000000000000000000e+00,2.900000000000000000e+01,6.900000000000000000e+01,2.687000036239624023e+00,4.419678222656250000e+03,1.180000000000000000e+02
-2.039999961853027344e+01,3.000000000000000000e+00,5.000000000000000000e+01,4.700000000000000000e+01,2.635999917984008789e+00,4.972503906250000000e+03,1.195999984741210938e+02
-3.734999847412109375e+01,0.000000000000000000e+00,3.700000000000000000e+01,6.300000000000000000e+01,2.701999902725219727e+00,7.340244140625000000e+03,8.350000000000000000e+01
-3.595000076293945312e+01,1.000000000000000000e+00,3.400000000000000000e+01,6.500000000000000000e+01,2.716000080108642578e+00,7.340244140625000000e+03,8.080000305175781250e+01
-2.129999923706054688e+01,1.000000000000000000e+00,4.400000000000000000e+01,5.500000000000000000e+01,2.690000057220458984e+00,6.990425781250000000e+03,1.105999984741210938e+02
-4.140000152587890625e+01,1.000000000000000000e+00,2.400000000000000000e+01,7.500000000000000000e+01,2.730000019073486328e+00,7.082264648437500000e+03,8.650000000000000000e+01
-4.590000152587890625e+01,0.000000000000000000e+00,2.600000000000000000e+01,7.400000000000000000e+01,2.686000108718872070e+00,7.340244140625000000e+03,7.550000000000000000e+01
-5.120000076293945312e+01,0.000000000000000000e+00,4.400000000000000000e+01,5.600000000000000000e+01,2.720999956130981445e+00,7.671064453125000000e+03,6.430000305175781250e+01
-4.424000167846679688e+01,0.000000000000000000e+00,5.100000000000000000e+01,4.900000000000000000e+01,2.709000110626220703e+00,7.305673339843750000e+03,8.530000305175781250e+01
-1.792000007629394531e+01,1.000000000000000000e+00,5.100000000000000000e+01,4.800000000000000000e+01,2.624000072479248047e+00,2.886098388671875000e+03,9.509999847412109375e+01
