試験深度,砂,シルト,粘土,土粒子密度,distance,wl0
-43.0,1.0,22.0,77.0,2.7100000381469727,7618.31689453125,85.0
-38.20000076293945,1.0,31.0,68.0,2.746999979019165,6707.5654296875,82.9000015258789
-25.799999237060547,1.0,47.0,52.0,2.697000026702881,5213.552734375,86.30000305175781
-28.100000381469727,0.0,46.0,54.0,2.687999963760376,7340.244140625,85.4000015258789
-33.099998474121094,0.0,33.0,67.0,2.7130000591278076,7152.54931640625,82.5
-24.799999237060547,1.0,48.0,51.0,2.677000045776367,5710.84130859375,99.30000305175781
-46.04999923706055,1.0,42.0,57.0,2.7060000896453857,7618.31689453125,66.69999694824219
-22.899999618530273,0.0,44.0,56.0,2.7200000286102295,6485.58544921875,107.0999984741211
-33.099998474121094,1.0,34.0,65.0,2.7049999237060547,6440.28466796875,82.0999984741211
-18.280000686645508,3.0,51.0,46.0,2.694000005722046,2122.281494140625,93.5
-32.599998474121094,6.0,47.0,47.0,2.6549999713897705,5497.3212890625,72.0999984741211
-44.79999923706055,1.0,28.0,71.0,2.759999990463257,7595.45703125,80.5999984741211
-19.829999923706055,2.0,42.0,56.0,2.6649999618530273,2513.826416015625,96.80000305175781
-50.54999923706055,10.0,43.0,47.0,2.7019999027252197,7528.234375,58.400001525878906
-28.399999618530273,1.0,42.0,57.0,2.693000078201294,7253.40869140625,96.69999694824219
-39.099998474121094,3.0,37.0,60.0,2.697000026702881,6242.24951171875,80.5999984741211
-19.399999618530273,1.0,27.0,72.0,2.6689999103546143,4419.67822265625,117.0
-28.200000762939453,1.0,53.0,46.0,2.688999891281128,5192.0009765625,83.4000015258789
-47.45000076293945,0.0,38.0,62.0,2.740999937057495,7447.41845703125,66.5999984741211
-23.729999542236328,13.0,42.0,40.0,2.6619999408721924,2886.098388671875,63.20000076293945
-27.25,1.0,55.0,44.0,2.6559998989105225,7305.67333984375,105.80000305175781
-37.70000076293945,1.0,34.0,65.0,2.756999969482422,6707.5654296875,80.80000305175781
-41.349998474121094,0.0,27.0,73.0,2.694999933242798,7340.244140625,89.9000015258789
-18.809999465942383,2.0,33.0,65.0,2.680000066757202,2019.456298828125,94.0999984741211
-34.0,0.0,36.0,64.0,2.6989998817443848,7559.294921875,83.0
-17.829999923706055,1.0,41.0,58.0,2.6619999408721924,2513.826416015625,94.5
-43.400001525878906,3.0,33.0,64.0,2.742000102996826,7082.2646484375,66.80000305175781
-47.0,0.0,27.0,73.0,2.7300000190734863,7340.244140625,72.80000305175781
-47.79999923706055,0.0,33.0,67.0,2.7149999141693115,7595.45703125,70.0999984741211
-26.5,1.0,51.0,48.0,2.6589999198913574,5411.4072265625,95.19999694824219
-46.75,2.0,49.0,49.0,2.7269999980926514,7671.064453125,62.900001525878906
-15.760000228881836,2.0,56.0,42.0,2.6540000438690186,2208.824951171875,84.4000015258789
-19.200000762939453,2.0,38.0,60.0,2.7100000381469727,7618.31689453125,98.5999984741211
-44.79999923706055,1.0,28.0,71.0,2.759999990463257,7595.45703125,80.5999984741211
-46.75,2.0,49.0,49.0,2.7269999980926514,7671.064453125,62.900001525878906
-37.099998474121094,4.0,38.0,58.0,2.7019999027252197,6242.24951171875,88.5999984741211
-50.900001525878906,0.0,25.0,75.0,2.7170000076293945,7559.294921875,71.80000305175781
-40.099998474121094,1.0,34.0,65.0,2.7279999256134033,6440.28466796875,67.5
-36.0,1.0,39.0,60.0,2.7109999656677246,7559.294921875,85.0999984741211
-51.20000076293945,0.0,44.0,56.0,2.7209999561309814,7671.064453125,64.30000305175781
-42.54999923706055,1.0,25.0,74.0,2.7130000591278076,7488.591796875,93.69999694824219
-21.899999618530273,1.0,47.0,52.0,2.7039999961853027,5297.87353515625,82.5999984741211
-41.349998474121094,0.0,27.0,73.0,2.694999933242798,7340.244140625,89.9000015258789
-24.399999618530273,2.0,48.0,50.0,2.6470000743865967,4753.81884765625,99.80000305175781
-16.110000610351562,0.0,59.0,41.0,2.6500000953674316,3318.739013671875,85.69999694824219
-39.29999923706055,6.0,50.0,44.0,2.691999912261963,6990.42578125,79.4000015258789
-37.0,1.0,41.0,58.0,2.7049999237060547,7559.294921875,81.5
-37.349998474121094,0.0,37.0,63.0,2.7019999027252197,7340.244140625,83.5
-43.25,3.0,29.0,68.0,2.703000068664551,6521.95361328125,72.30000305175781
-29.510000228881836,1.0,44.0,55.0,2.7079999446868896,4368.7109375,86.30000305175781
-40.400001525878906,1.0,27.0,72.0,2.7339999675750732,7082.2646484375,86.30000305175781
-47.29999923706055,1.0,25.0,74.0,2.75,7596.37060546875,69.80000305175781
-49.75,0.0,46.0,54.0,2.700000047683716,7671.064453125,63.79999923706055
-41.400001525878906,1.0,24.0,75.0,2.7300000190734863,7082.2646484375,86.5
-38.400001525878906,1.0,32.0,67.0,2.7230000495910645,6521.95361328125,92.19999694824219
-36.70000076293945,1.0,30.0,69.0,2.7360000610351562,6707.5654296875,83.30000305175781
-44.400001525878906,1.0,34.0,65.0,2.7300000190734863,7488.591796875,74.69999694824219
-42.400001525878906,2.0,31.0,67.0,2.736999988555908,6521.95361328125,69.0999984741211
-32.400001525878906,1.0,51.0,48.0,2.687999963760376,7253.40869140625,86.5999984741211
-26.299999237060547,0.0,51.0,49.0,2.6700000762939453,6990.42578125,99.0999984741211
-42.400001525878906,25.0,21.0,50.0,2.7009999752044678,7082.2646484375,74.5999984741211
-47.95000076293945,8.0,32.0,60.0,2.7079999446868896,7270.08740234375,61.29999923706055
-47.150001525878906,4.0,41.0,55.0,2.7300000190734863,7671.064453125,61.400001525878906
-44.79999923706055,1.0,27.0,72.0,2.734999895095825,7596.37060546875,74.5
-22.100000381469727,4.0,42.0,54.0,2.697000026702881,7340.244140625,90.4000015258789
-19.799999237060547,1.0,43.0,56.0,2.7009999752044678,5710.84130859375,108.0
-49.54999923706055,0.0,38.0,62.0,2.696000099182129,7528.234375,64.5999984741211
-16.219999313354492,1.0,44.0,55.0,2.7090001106262207,2122.281494140625,95.0
-19.299999237060547,1.0,50.0,49.0,2.7230000495910645,6990.42578125,104.4000015258789
-41.349998474121094,3.0,28.0,69.0,2.7009999752044678,7152.54931640625,86.19999694824219
-21.059999465942383,26.0,28.0,46.0,2.619999885559082,2077.875244140625,57.099998474121094
-19.399999618530273,3.0,51.0,46.0,2.6419999599456787,4753.81884765625,110.80000305175781
-29.389999389648438,0.0,37.0,63.0,2.7090001106262207,5003.37548828125,88.9000015258789
-30.149999618530273,43.0,30.0,25.0,2.739000082015991,3753.5146484375,39.0
-32.0,2.0,42.0,56.0,2.694000005722046,7559.294921875,84.5999984741211
-44.20000076293945,0.0,32.0,68.0,2.693000078201294,6707.5654296875,73.4000015258789
-22.100000381469727,4.0,42.0,54.0,2.697000026702881,7340.244140625,90.4000015258789
-39.95000076293945,1.0,28.0,71.0,2.7109999656677246,7152.54931640625,87.4000015258789
-48.79999923706055,0.0,24.0,76.0,2.7100000381469727,7595.45703125,75.19999694824219
-18.299999237060547,1.0,50.0,49.0,2.674999952316284,3263.80712890625,91.19999694824219
-25.450000762939453,11.0,47.0,42.0,2.625999927520752,3469.294189453125,81.0
-47.04999923706055,0.0,21.0,79.0,2.7139999866485596,7618.31689453125,67.80000305175781
-24.299999237060547,0.0,53.0,47.0,2.549999952316284,5265.06787109375,97.0
-32.25,4.0,52.0,44.0,2.621000051498413,7305.67333984375,89.30000305175781
-48.79999923706055,0.0,24.0,76.0,2.7100000381469727,7595.45703125,75.19999694824219
-37.95000076293945,1.0,34.0,65.0,2.703000068664551,6440.28466796875,88.30000305175781
-32.70000076293945,5.0,43.0,52.0,2.7160000801086426,5694.24072265625,84.0999984741211
-23.399999618530273,2.0,51.0,47.0,2.6549999713897705,4972.50390625,118.4000015258789
-42.959999084472656,6.0,32.0,62.0,2.7200000286102295,7270.08740234375,71.4000015258789
-48.47999954223633,0.0,24.0,76.0,2.7300000190734863,7618.31689453125,66.80000305175781
-17.510000228881836,2.0,43.0,55.0,2.694999933242798,4368.7109375,96.30000305175781
-49.470001220703125,0.0,30.0,70.0,2.7130000591278076,7618.31689453125,69.0
-29.229999542236328,2.0,39.0,59.0,2.696000099182129,7618.31689453125,89.0
-50.900001525878906,0.0,25.0,75.0,2.7170000076293945,7559.294921875,71.80000305175781
-41.95000076293945,1.0,28.0,71.0,2.7300000190734863,7340.244140625,89.19999694824219
-47.95000076293945,0.0,39.0,61.0,2.684000015258789,7447.41845703125,67.4000015258789
-17.299999237060547,1.0,46.0,53.0,2.7019999027252197,5386.92919921875,94.80000305175781
-37.529998779296875,57.0,18.0,25.0,2.6489999294281006,6242.24951171875,46.5
-29.440000534057617,0.0,43.0,57.0,2.700000047683716,4698.1865234375,95.19999694824219
-19.350000381469727,1.0,51.0,48.0,2.617000102996826,2886.098388671875,85.5
-50.95000076293945,0.0,37.0,63.0,2.694000005722046,7447.41845703125,61.900001525878906
-50.470001220703125,0.0,31.0,69.0,2.7219998836517334,7618.31689453125,64.69999694824219
-45.650001525878906,1.0,36.0,63.0,2.7269999980926514,7671.064453125,78.5999984741211
-44.2400016784668,0.0,51.0,49.0,2.7090001106262207,7305.67333984375,85.30000305175781
-14.3100004196167,3.0,55.0,42.0,2.631999969482422,2208.824951171875,87.0
-31.299999237060547,3.0,49.0,48.0,2.686000108718872,5996.48876953125,81.30000305175781
-19.479999542236328,3.0,63.0,34.0,2.6659998893737793,2032.6865234375,99.5999984741211
-34.93000030517578,1.0,53.0,46.0,2.7119998931884766,6000.03662109375,97.5999984741211
-27.299999237060547,1.0,50.0,49.0,2.6649999618530273,3961.40185546875,90.0999984741211
-48.900001525878906,0.0,38.0,62.0,2.7090001106262207,7528.234375,65.5999984741211
-36.25,0.0,51.0,49.0,2.680000066757202,7305.67333984375,97.19999694824219
-35.29999923706055,4.0,47.0,49.0,2.7009999752044678,5996.48876953125,84.0999984741211
-45.29999923706055,1.0,25.0,74.0,2.75,7596.37060546875,78.0999984741211
-28.549999237060547,0.0,39.0,61.0,2.697000026702881,7488.591796875,89.5
-39.400001525878906,2.0,32.0,66.0,2.753999948501587,7082.2646484375,80.4000015258789
-31.229999542236328,0.0,36.0,64.0,2.700000047683716,7618.31689453125,90.4000015258789
-28.0,2.0,42.0,56.0,2.696000099182129,7559.294921875,89.0
-20.110000610351562,3.0,44.0,53.0,2.635999917984009,2208.824951171875,88.80000305175781
-42.349998474121094,1.0,27.0,72.0,2.7239999771118164,7340.244140625,89.9000015258789
-43.709999084472656,0.0,30.0,70.0,2.7260000705718994,6707.5654296875,77.30000305175781
-25.399999618530273,1.0,41.0,58.0,2.686000108718872,7253.40869140625,101.5
-48.29999923706055,0.0,33.0,67.0,2.7160000801086426,7595.45703125,71.9000015258789
-16.479999542236328,8.0,55.0,37.0,2.683000087738037,2032.6865234375,103.80000305175781
-43.20000076293945,1.0,19.0,80.0,2.7300000190734863,7595.45703125,95.30000305175781
-22.200000762939453,8.0,42.0,50.0,2.680999994277954,4292.00244140625,100.0
-17.600000381469727,2.0,48.0,50.0,2.7219998836517334,4540.501953125,92.9000015258789
-42.25,0.0,51.0,49.0,2.6549999713897705,7305.67333984375,74.5
-33.0,1.0,40.0,59.0,2.683000087738037,6542.29833984375,73.19999694824219
-32.29999923706055,2.0,48.0,50.0,2.6519999504089355,6990.42578125,83.9000015258789
-40.900001525878906,1.0,24.0,75.0,2.743000030517578,7082.2646484375,87.4000015258789
-33.29999923706055,1.0,47.0,52.0,2.700000047683716,5996.48876953125,83.4000015258789
-18.25,2.0,55.0,43.0,2.6630001068115234,7305.67333984375,103.80000305175781
-40.95000076293945,1.0,27.0,72.0,2.7360000610351562,7340.244140625,92.30000305175781
-44.650001525878906,2.0,32.0,66.0,2.7079999446868896,6521.95361328125,70.9000015258789
-33.29999923706055,68.0,10.0,11.0,2.6419999599456787,3961.40185546875,42.70000076293945
-36.95000076293945,0.0,35.0,65.0,2.7130000591278076,7340.244140625,81.0999984741211
-37.099998474121094,4.0,38.0,58.0,2.7019999027252197,6242.24951171875,88.5999984741211
-42.20000076293945,0.0,33.0,67.0,2.742000102996826,6707.5654296875,71.69999694824219
-34.0,2.0,40.0,58.0,2.684000015258789,6542.29833984375,68.69999694824219
-45.150001525878906,0.0,32.0,68.0,2.7269999980926514,7671.064453125,79.69999694824219
-23.59000015258789,0.0,0.0,0.0,0.0,3553.359130859375,83.4000015258789
-33.29999923706055,0.0,37.0,63.0,2.6610000133514404,6551.03759765625,92.9000015258789
-24.600000381469727,2.0,52.0,46.0,2.6589999198913574,5497.3212890625,95.9000015258789
-40.900001525878906,1.0,24.0,75.0,2.743000030517578,7082.2646484375,87.4000015258789
-16.899999618530273,2.0,51.0,47.0,2.6730000972747803,6000.03662109375,101.9000015258789
-48.04999923706055,0.0,18.0,82.0,2.7249999046325684,7618.31689453125,76.5999984741211
-42.54999923706055,1.0,25.0,74.0,2.7130000591278076,7488.591796875,93.69999694824219
-43.29999923706055,4.0,28.0,68.0,2.7060000896453857,7152.54931640625,71.0
-40.95000076293945,1.0,28.0,71.0,2.7090001106262207,7152.54931640625,86.5
-26.799999237060547,1.0,47.0,52.0,2.63100004196167,5710.84130859375,90.30000305175781
-18.450000762939453,30.0,42.0,28.0,2.690999984741211,1694.44775390625,38.099998474121094
-43.25,1.0,26.0,73.0,2.7290000915527344,7559.294921875,84.69999694824219
-48.79999923706055,0.0,35.0,65.0,2.7209999561309814,7596.37060546875,71.80000305175781
-19.299999237060547,0.0,47.0,53.0,2.6679999828338623,5996.48876953125,109.9000015258789
-39.0,2.0,30.0,68.0,2.7119998931884766,7340.244140625,81.9000015258789
-42.7400016784668,8.0,45.0,47.0,2.615999937057495,6242.24951171875,75.30000305175781
-45.900001525878906,0.0,30.0,70.0,2.747999906539917,7082.2646484375,71.80000305175781
-24.3799991607666,11.0,52.0,37.0,2.430000066757202,2032.6865234375,95.30000305175781
-28.299999237060547,1.0,46.0,53.0,2.690999984741211,3961.40185546875,95.0999984741211
-46.25,1.0,33.0,66.0,2.753000020980835,7523.443359375,77.19999694824219
-48.5,14.0,35.0,51.0,2.7190001010894775,7340.244140625,70.30000305175781
-27.399999618530273,0.0,40.0,60.0,2.677000045776367,6521.95361328125,88.19999694824219
-48.900001525878906,0.0,38.0,62.0,2.7090001106262207,7528.234375,65.5999984741211
-43.29999923706055,4.0,28.0,68.0,2.7060000896453857,7152.54931640625,71.0
-43.349998474121094,1.0,34.0,65.0,2.697000026702881,6440.28466796875,72.80000305175781
-45.459999084472656,0.0,30.0,70.0,2.739000082015991,7270.08740234375,78.30000305175781
-33.099998474121094,1.0,43.0,56.0,2.687999963760376,6242.24951171875,85.80000305175781
-44.349998474121094,0.0,34.0,66.0,2.7049999237060547,7152.54931640625,74.19999694824219
-37.900001525878906,1.0,31.0,68.0,2.7330000400543213,7082.2646484375,80.5
-22.600000381469727,0.0,50.0,50.0,2.6570000648498535,5497.3212890625,100.0
-19.799999237060547,1.0,45.0,54.0,2.7049999237060547,5213.552734375,90.0
-33.099998474121094,3.0,37.0,60.0,2.688999891281128,5904.5302734375,80.69999694824219
-47.95000076293945,0.0,40.0,60.0,2.7320001125335693,7528.234375,61.70000076293945
-25.100000381469727,0.0,41.0,59.0,2.7060000896453857,7152.54931640625,87.19999694824219
-49.45000076293945,0.0,32.0,68.0,2.7249999046325684,7447.41845703125,67.5
-36.900001525878906,1.0,36.0,63.0,2.7090001106262207,7082.2646484375,79.30000305175781
-29.299999237060547,0.0,39.0,61.0,2.6480000019073486,6551.03759765625,89.5999984741211
-32.31999969482422,1.0,38.0,61.0,2.7130000591278076,5386.92919921875,84.9000015258789
-46.400001525878906,0.0,30.0,70.0,2.750999927520752,7082.2646484375,73.69999694824219
-51.20000076293945,0.0,44.0,56.0,2.7209999561309814,7671.064453125,64.30000305175781
-36.349998474121094,0.0,52.0,48.0,2.7100000381469727,7340.244140625,83.0999984741211
-37.95000076293945,1.0,33.0,66.0,2.7149999141693115,7340.244140625,82.4000015258789
-46.25,3.0,45.0,52.0,2.7290000915527344,7671.064453125,64.5999984741211
-18.549999237060547,0.0,42.0,58.0,2.680999994277954,7488.591796875,98.0999984741211
-40.20000076293945,1.0,30.0,69.0,2.7200000286102295,6707.5654296875,86.19999694824219
-39.22999954223633,1.0,28.0,71.0,2.746000051498413,6707.5654296875,85.0
