code A,code B,位置,開始年,,,終了年,,,,ボーリング上面の標高,ボーリング長さ,,N0,E0,,,,深度,標高,,,,,礫,砂,シルト,粘土,wl0,wp,土粒子密度,w,湿潤密度,間隙比,飽和度
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T=18,25.5,25.8,25.65,-42.5,T=18,P017,T=18,P017,0,0,29,71,85.5,28.3,2.712,70.4,1.584,1.917,99.6
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-19,26,26.5,26.25,-43.1,T-19,P018,T-19,P018,0,2,35,63,82.1,26.4,2.73,65.5,1.614,1.799,99.4
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T=19,26.5,26.8,26.65,-43.5,T=19,P019,T=19,P019,0,0,30,70,74.4,26,2.7,58.3,1.659,1.576,99.9
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-20,27,27.5,27.25,-44.1,T-20,P020,T-20,P020,0,11,26,63,65.8,22.2,2.712,52.4,1.706,1.423,99.9
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T=20,27.5,27.8,27.65,-44.5,T=20,P021,T=20,P021,0,1,21,78,78.3,27,2.728,57.2,1.669,1.569,99.4
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-21,28,28.5,28.25,-45.1,T-21,P022,T-21,P022,0,0,26,74,77,25.6,2.749,58.7,1.665,1.62,99.6
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T=21,28.5,28.8,28.65,-45.5,T=21,P023,T=21,P023,0,0,27,73,71.1,26.4,2.72,55.7,1.676,1.527,99.2
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-22,29,29.8,29.4,-46.25,T-22,P024,T-22,P024,0,0,50,50,65.4,25.6,2.742,49.9,1.729,1.377,99.3
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-23,30,30.8,30.4,-47.25,T-23,P025,T-23,P025,0,0,43,57,60.5,23.6,2.744,46.7,1.759,1.288,99.5
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-24,31,31.8,31.4,-48.25,T-24,P026,T-24,P026,0,0,34,66,68,25.5,2.742,49.5,1.733,1.365,99.4
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-25,32,32.5,32.25,-49.1,T-25,P027,T-25,P027,0,0,43,57,65.5,24.8,2.724,47.3,1.749,1.294,99.6
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T=25,32.5,32.8,32.65,-49.5,T=25,P028,T=25,P028,0,1,39,60,62.3,26.4,2.715,48,1.744,1.304,99.9
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T-26,33,33.5,33.25,-50.1,T-26,P029,T-26,P029,0,1,57,42,64.2,25.5,2.637,49.1,1.707,1.303,99.3
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,T=26,33.5,33.6,33.55,-50.4,T=26,P030,T=26,P030,0,1,29,70,76.9,30.5,2.587,50.6,1.68,1.319,99.2
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,P- 1,34.15,34.45,34.3,-51.15,P- 1,P031,P- 1,P031,0,1,29,70,90.4,31.2,2.584,52.6,0,0,0
O989P618,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,22,1999,11,30,KP,-16.85,40.2,0,34.6276302,135.2312929,P- 2,34.65,34.95,34.8,-51.65,P- 2,P032,P- 2,P032,0,4,46,50,63.6,20.6,2.629,41.8,0,0,0
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 1,1,1.9,1.45,-18.55,T- 1,P001,T- 1,P001,0,3,50,47,94.2,31.4,2.73,105.7,1.442,2.894,99.7
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 2,3,3.9,3.45,-20.55,T- 2,P002,T- 2,P002,0,3,40,57,98.7,30.1,2.71,95,1.474,2.585,99.6
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 3,5,5.9,5.45,-22.55,T- 3,P003,T- 3,P003,0,4,42,54,91,31.7,2.706,85.3,1.511,2.318,99.6
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 4,7,7.9,7.45,-24.55,T- 4,P004,T- 4,P004,0,1,36,63,88.6,30.2,2.705,81.7,1.536,2.2,100.5
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 5,9,9.9,9.45,-26.55,T- 5,P005,T- 5,P005,0,0,40,60,90.8,27.2,2.703,82.2,1.525,2.229,99.7
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 6,11,11.9,11.45,-28.55,T- 6,P006,T- 6,P006,0,0,39,61,83.2,27,2.704,74,1.561,2.014,99.3
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 7,13,13.9,13.45,-30.55,T- 7,P007,T- 7,P007,0,2,39,59,84.5,29.8,2.698,75.6,1.555,2.047,99.7
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 8,15,15.9,15.45,-32.55,T- 8,P008,T- 8,P008,0,2,37,61,79.4,29.4,2.702,76.4,1.557,2.061,100.2
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T- 9,17,17.9,17.45,-34.55,T- 9,P009,T- 9,P009,0,0,32,68,83.8,27.4,2.721,73.4,1.574,1.998,100
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-10,19,19.9,19.45,-36.55,T-10,P010,T-10,P010,0,0,39,61,82.1,27,2.711,71.5,1.576,1.95,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-11,20,20.9,20.45,-37.55,T-11,P011,T-11,P011,0,0,33,67,80.8,27.1,2.685,71.4,1.575,1.922,99.7
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-12,21,21.9,21.45,-38.55,T-12,P012,T-12,P012,0,0,36,64,83.4,26.7,2.714,70.9,1.584,1.928,99.8
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-13,22,22.9,22.45,-39.55,T-13,P013,T-13,P013,0,1,34,65,77,27.3,2.703,68.8,1.592,1.866,99.7
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-14,23,23.9,23.45,-40.55,T-14,P014,T-14,P014,0,2,37,61,78.3,28,2.702,66.8,1.604,1.81,99.7
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-15,24,24.9,24.45,-41.55,T-15,P015,T-15,P015,0,1,28,71,84,27.5,2.69,71.3,1.573,1.929,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-16,25,25.5,25.25,-42.35,T-16,P016,T-16,P016,0,0,26,74,93.4,28.6,2.706,78.6,1.539,2.14,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=16,25.5,25.9,25.7,-42.8,T=16,P017,T=16,P017,0,1,23,76,87,28.9,2.717,74.6,1.563,2.035,99.6
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-17,26,26.5,26.25,-43.35,T-17,P018,T-17,P018,0,1,25,74,95.7,28.5,2.705,71.3,1.576,1.94,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=17,26.5,26.72,26.61,-43.71,T=17,P019,T=17,P019,0,1,27,72,79.7,28.5,2.711,63.7,1.62,1.739,99.3
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-18,27,27.5,27.25,-44.35,T-18,P020,T-18,P020,0,6,38,56,64.4,22.2,2.731,49,1.734,1.347,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=18,27.5,27.9,27.7,-44.8,T=18,P021,T=18,P021,0,8,38,54,58.7,21.7,2.716,48,1.739,1.311,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-19,28,28.5,28.25,-45.35,T-19,P022,T-19,P022,0,0,30,70,73.9,26.4,2.735,55.9,1.683,1.533,99.7
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=19,28.5,28.72,28.61,-45.71,T=19,P023,T=19,P023,0,0,26,74,70.8,25.8,2.751,55,1.689,1.525,99.2
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-20,29,29.5,29.25,-46.35,T-20,P024,T-20,P024,0,0,33,67,66.4,24.8,2.741,48.1,1.745,1.326,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=20,29.5,29.9,29.7,-46.8,T=20,P025,T=20,P025,0,0,39,61,62.8,24.2,2.722,42.9,1.789,1.174,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-21,30,30.5,30.25,-47.35,T-21,P026,T-21,P026,0,0,33,67,63.2,25,2.722,49.9,1.726,1.364,99.6
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=21,30.5,30.9,30.7,-47.8,T=21,P027,T=21,P027,0,0,40,60,66.8,25.5,2.72,49.1,1.734,1.339,99.8
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-22,31,31.5,31.25,-48.35,T-22,P028,T-22,P028,0,0,28,72,66.9,25.2,2.751,48.2,1.748,1.322,99.5
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=22,31.5,31.9,31.7,-48.8,T=22,P029,T=22,P029,0,0,29,71,67.3,25.4,2.709,47.7,1.74,1.3,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T-23,32,32.5,32.25,-49.35,T-23,P030,T-23,P030,0,0,28,72,72.8,25.9,2.717,48.7,1.733,1.331,99.4
O989P619,No.3-11 ,神戸市中央区港島中町７丁目，９丁目地,1999,10,25,1999,11,24,KP,-17.1,42.42,0,34.6287763,135.2366152,T=23,32.5,32.9,32.7,-49.8,T=23,P031,T=23,P031,0,0,32,68,72.3,27.5,2.688,50.2,1.716,1.353,99.7
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 1,1,1.8,1.4,-18.15,T- 1,P001,T- 1,P001,0,2,33,65,99.9,28.7,2.699,94.5,1.476,2.557,99.8
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 2,3,3.8,3.4,-20.15,T- 2,P002,T- 2,P002,0,2,36,62,91.5,29.8,2.698,82.8,1.523,2.238,99.8
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 3,5,5.8,5.4,-22.15,T- 3,P003,T- 3,P003,0,0,39,61,92.9,30.1,2.687,83.6,1.517,2.252,99.7
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 4,7,7.8,7.4,-24.15,T- 4,P004,T- 4,P004,0,1,40,59,86.4,29,2.69,76.2,1.55,2.058,99.6
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 5,9,9.8,9.4,-26.15,T- 5,P005,T- 5,P005,0,0,38,62,83.2,28.6,2.676,74.9,1.557,2.006,99.9
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 6,11,11.8,11.4,-28.15,T- 6,P006,T- 6,P006,0,0,39,61,79.9,29.3,2.676,74.3,1.561,1.988,100
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 7,13,13.8,13.4,-30.15,T- 7,P007,T- 7,P007,0,0,41,59,78.5,28.2,2.676,71,1.578,1.9,100
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 8,15,15.8,15.4,-32.15,T- 8,P008,T- 8,P008,0,0,37,63,77.6,26.4,2.7,66,1.605,1.793,99.4
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T- 9,17,17.8,17.4,-34.15,T- 9,P009,T- 9,P009,0,1,36,63,82,28.6,2.695,73.2,1.566,1.981,99.6
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-10,19,19.8,19.4,-36.15,T-10,P010,T-10,P010,0,0,36,64,79.6,27.9,2.716,69.6,1.588,1.901,99.5
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-11,20,20.8,20.4,-37.15,T-11,P011,T-11,P011,0,0,35,65,81.1,27,2.706,70.5,1.58,1.92,99.4
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-12,21,21.8,21.4,-38.15,T-12,P012,T-12,P012,0,2,33,65,75.8,26.5,2.703,67.2,1.6,1.825,99.5
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-13,22,22.8,22.4,-39.15,T-13,P013,T-13,P013,0,1,33,66,76.7,26.5,2.71,66.1,1.606,1.803,99.4
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-14,23,23.8,23.4,-40.15,T-14,P014,T-14,P014,0,1,24,75,88.3,29.8,2.694,76.8,1.551,2.071,99.9
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-15,24,24.5,24.25,-41,T-15,P015,T-15,P015,0,1,24,75,92.3,29.1,2.711,77.7,1.544,2.12,99.4
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T=15,24.5,24.8,24.65,-41.4,T=15,P016,T=15,P016,0,2,25,73,84.4,27,2.712,67.9,1.597,1.851,99.5
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-16,25,25.5,25.25,-42,T-16,P017,T-16,P017,0,8,33,59,75.3,23,2.701,55.9,1.671,1.52,99.3
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T=16,25.5,25.8,25.65,-42.4,T=16,P018,T=16,P018,0,3,25,72,78,25.9,2.705,69.7,1.591,1.885,100
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-17,26,26.5,26.25,-43,T-17,P019,T-17,P019,0,1,27,72,65.7,22.4,2.722,52.3,1.705,1.431,99.5
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T=17,26.5,26.8,26.65,-43.4,T=17,P020,T=17,P020,0,0,30,70,75.7,24.1,2.698,53.3,1.691,1.446,99.5
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-18,27,27.8,27.4,-44.15,T-18,P021,T-18,P021,0,0,37,63,61.9,21.1,2.733,46.9,1.745,1.301,98.5
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-19,28,28.8,28.4,-45.15,T-19,P022,T-19,P022,0,0,37,63,63.5,22.8,2.698,48.1,1.732,1.307,99.3
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-20,29,29.8,29.4,-46.15,T-20,P023,T-20,P023,0,0,32,68,62.2,24.6,2.706,48.8,1.735,1.321,100
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-21,30,30.5,30.25,-47,T-21,P024,T-21,P024,0,0,31,69,63.3,25.3,2.729,47.5,1.745,1.307,99.2
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T=21,30.5,30.8,30.65,-47.4,T=21,P025,T=21,P025,0,0,35,65,62.4,23.1,2.711,47.1,1.746,1.284,99.4
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,T-22,31,31.55,31.27,-48.02,T-22,P026,T-22,P026,0,0,38,62,64.4,25.8,2.699,46.4,1.747,1.262,99.3
O989P620,No.3-10 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,18,1999,12,13,KP,-16.75,101.25,0,34.6284121,135.2289818,P- 1,31.7,32,31.85,-48.6,P- 1,P027,P- 1,P027,0,42,35,23,29.8,16.1,2.696,26.4,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-13,26,26.5,26.25,-43.45,P-13,P001,P-13,P001,0,1,28,71,79.2,29.4,2.728,65.6,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-14,26.5,27,26.75,-43.95,P-14,P002,P-14,P002,0,1,28,71,80.4,28,2.735,65.7,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-15,27,27.5,27.25,-44.45,P-15,P003,P-15,P003,0,3,40,57,70.8,25.1,2.729,59.3,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-16,27.5,27.9,27.7,-44.9,P-16,P004,P-16,P004,0,4,43,53,62.9,23.1,2.733,51.3,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-17,28,28.5,28.25,-45.45,P-17,P005,P-17,P005,0,1,38,61,66.6,22,2.743,52.5,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-18,28.5,29,28.75,-45.95,P-18,P006,P-18,P006,0,0,37,63,68.7,22.3,2.726,51.8,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-19,29,29.5,29.25,-46.45,P-19,P007,P-19,P007,0,0,36,64,64.5,22.5,2.733,51.8,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-20,29.5,30,29.75,-46.95,P-20,P008,P-20,P008,0,0,32,68,66.2,22.7,2.71,53.7,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-21,30,30.5,30.25,-47.45,P-21,P009,P-21,P009,0,0,40,60,64.1,22.5,2.714,49.9,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-22,30.5,31,30.75,-47.95,P-22,P010,P-22,P010,0,0,40,60,61.7,22.6,2.732,50.3,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-23,31,31.5,31.25,-48.45,P-23,P011,P-23,P011,0,0,39,61,64.4,24.6,2.7,50.6,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-24,31.5,31.9,31.7,-48.9,P-24,P012,P-24,P012,0,0,38,62,65.6,25.3,2.709,50.5,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-25,32.2,32.5,32.35,-49.55,P-25,P013,P-25,P013,0,0,38,62,64.6,24.1,2.696,46,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-26,32.7,33,32.85,-50.05,P-26,P014,P-26,P014,0,0,44,56,62.9,25.5,2.697,49,0,0,0
O989P621,No.3-13 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,19,1999,11,21,KP,-17.2,41.25,0,34.6280813,135.236698,P-27,33.2,33.5,33.35,-50.55,P-27,P015,P-27,P015,0,10,43,47,58.4,25.6,2.702,46.9,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-11,25,25.5,25.25,-41.95,P-11,P001,P-11,P001,0,1,32,67,89.7,26.6,2.694,71.6,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-12,25.5,26,25.75,-42.45,P-12,P002,P-12,P002,0,2,44,54,86,27.3,2.701,69.9,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-13,26,26.5,26.25,-42.95,P-13,P003,P-13,P003,2,18,36,44,69.1,21.8,2.693,54.7,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-14,26.6,26.8,26.7,-43.4,P-14,P004,P-14,P004,5,39,27,29,53.9,19.4,2.69,40,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-15,27,27.3,27.15,-43.85,P-15,P005,P-15,P005,13,42,21,24,60.7,17.1,2.683,37.7,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-16,27.5,27.8,27.65,-44.35,P-16,P006,P-16,P006,13,79,4,4,0,0,2.671,17.1,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-17,28,28.3,28.15,-44.85,P-17,P007,P-17,P007,0,2,30,68,78.7,26.5,2.739,63.7,0,0,0
O989P622,No.3-14 ,神戸市中央区港島中町７丁目，９丁目地,1999,11,24,1999,11,25,KP,-16.7,38.28,0,34.6274982,135.2290759,P-18,28.5,28.8,28.65,-45.35,P-18,P008,P-18,P008,0,0,27,73,79,26.7,2.705,63.7,0,0,0
