code A,code B,位置,開始年,,,終了年,,,,ボーリング上面の標高,ボーリング長さ,,N0,E0,,,,深度,標高,,,,,礫,砂,シルト,粘土,wl0,wp,土粒子密度,w,湿潤密度,間隙比,飽和度
O988P598,No.2- 8 ,神戸市中央区港島９丁目の地先公有水面,1999,11,5,1999,11,6,KP,-16.8,40.4,0,34.6306093,135.2418652,P-26,31,31.5,31.25,-48.05,P-26,P011,P-26,P011,0,0,24,76,80.4,26.9,2.724,57.4,0,0,0
O988P598,No.2- 8 ,神戸市中央区港島９丁目の地先公有水面,1999,11,5,1999,11,6,KP,-16.8,40.4,0,34.6306093,135.2418652,P-27,31.5,32,31.75,-48.55,P-27,P012,P-27,P012,0,3,35,62,62.8,21.8,2.718,48.2,0,0,0
O988P598,No.2- 8 ,神戸市中央区港島９丁目の地先公有水面,1999,11,5,1999,11,6,KP,-16.8,40.4,0,34.6306093,135.2418652,P-28,32,32.5,32.25,-49.05,P-28,P013,P-28,P013,0,4,29,67,68.5,23,2.723,50.1,0,0,0
O988P598,No.2- 8 ,神戸市中央区港島９丁目の地先公有水面,1999,11,5,1999,11,6,KP,-16.8,40.4,0,34.6306093,135.2418652,P-29,32.65,32.95,32.8,-49.6,P-29,P014,P-29,P014,22,68,5,5,0,0,2.637,15.2,0,0,0
O988P598,No.2- 8 ,神戸市中央区港島９丁目の地先公有水面,1999,11,5,1999,11,6,KP,-16.8,40.4,0,34.6306093,135.2418652,P-30,33.15,33.45,33.3,-50.1,P-30,P015,P-30,P015,3,72,8,17,0,0,2.661,17.4,0,0,0
O988P598,No.2- 8 ,神戸市中央区港島９丁目の地先公有水面,1999,11,5,1999,11,6,KP,-16.8,40.4,0,34.6306093,135.2418652,P-31,33.65,33.95,33.8,-50.6,P-31,P016,P-31,P016,1,36,18,45,58.5,19.1,2.726,38.1,0,0,0
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 1,2,2.8,2.4,-19.2,T- 1,P001,T- 1,P001,0,2,38,60,98.6,32.9,2.71,94.9,1.47,2.593,99.2
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 2,4,4.8,4.4,-21.2,T- 2,P002,T- 2,P002,0,1,42,57,96.7,32.4,2.7,88.6,1.498,2.399,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 3,6,6.8,6.4,-23.2,T- 3,P003,T- 3,P003,0,0,40,60,94.4,30.1,2.704,83.5,1.517,2.271,99.4
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 4,8,8.8,8.4,-25.2,T- 4,P004,T- 4,P004,0,1,39,60,84.4,30.1,2.697,80.2,1.531,2.174,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 5,10,10.85,10.43,-27.23,T- 5,P005,T- 5,P005,0,0,41,59,88.3,29.7,2.713,80.8,1.531,2.204,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 6,12,12.85,12.43,-29.23,T- 6,P006,T- 6,P006,0,2,39,59,89,29,2.696,75.1,1.558,2.03,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 7,14,14.85,14.43,-31.23,T- 7,P007,T- 7,P007,0,0,36,64,90.4,30.5,2.7,77.5,1.545,2.102,99.6
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 8,16,16.85,16.43,-33.23,T- 8,P008,T- 8,P008,0,1,36,63,83,27.8,2.68,75,1.557,2.012,99.9
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T- 9,18,18.8,18.4,-35.2,T- 9,P009,T- 9,P009,0,0,29,71,90.8,30,2.7,71.6,1.574,1.944,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-10,20,20.85,20.43,-37.23,T-10,P010,T-10,P010,0,1,33,66,87.4,28.8,2.699,71.2,1.578,1.928,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-11,21,21.85,21.43,-38.23,T-11,P011,T-11,P011,0,1,33,66,87.2,28.6,2.695,72.6,1.571,1.961,99.8
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-12,22,22.85,22.43,-39.23,T-12,P012,T-12,P012,0,1,32,67,84.9,28,2.706,71.2,1.58,1.932,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-13,23,23.85,23.43,-40.23,T-13,P013,T-13,P013,0,1,30,69,85.7,28.5,2.704,71,1.58,1.926,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-14,24,24.85,24.43,-41.23,T-14,P014,T-14,P014,0,2,27,71,80.5,26.3,2.712,72.5,1.573,1.974,99.6
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-15,25,25.85,25.43,-42.23,T-15,P015,T-15,P015,0,1,31,68,78.2,26.8,2.702,68.4,1.594,1.855,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-16,26,26.4,26.2,-43,T-16,P016,T-16,P016,0,1,22,77,85,28.2,2.71,75,1.561,2.038,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-17,27,27.5,27.25,-44.05,T-17,P017,T-17,P017,0,1,19,80,90.3,28.9,2.706,80.1,1.536,2.173,99.8
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=17,27.5,27.85,27.68,-44.48,T=17,P018,T=17,P018,0,1,16,83,85.2,28.1,2.701,71.1,1.577,1.931,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-18,28,28.5,28.25,-45.05,T-18,P019,T-18,P019,0,1,24,75,77.1,27.6,2.709,65.5,1.61,1.785,99.4
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=18,28.5,28.85,28.68,-45.48,T=18,P020,T=18,P020,0,0,23,77,77.2,27.4,2.709,64.5,1.617,1.756,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-19,29,29.5,29.25,-46.05,T-19,P021,T-19,P021,0,1,42,57,66.7,22.8,2.706,50.7,1.714,1.379,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=19,29.5,29.85,29.68,-46.48,T=19,P022,T=19,P022,0,1,36,63,66.6,23.1,2.725,50.2,1.723,1.375,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-20,30,30.5,30.25,-47.05,T-20,P023,T-20,P023,0,0,21,79,67.8,24.2,2.714,54.6,1.681,1.496,99.1
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=20,30.5,30.85,30.68,-47.48,T=20,P024,T=20,P024,0,0,14,86,87.7,25.5,2.717,54.6,1.691,1.484,100
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-21,31,31.5,31.25,-48.05,T-21,P025,T-21,P025,0,0,18,82,76.6,26.5,2.725,52.5,1.703,1.44,99.3
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=21,31.5,31.85,31.68,-48.48,T=21,P026,T=21,P026,0,0,24,76,66.8,24.2,2.73,51.2,1.72,1.4,99.8
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-22,32,32.5,32.25,-49.05,T-22,P027,T-22,P027,0,0,29,71,67.3,23.5,2.712,49.5,1.725,1.35,99.4
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=22,32.5,32.85,32.67,-49.47,T=22,P028,T=22,P028,0,0,30,70,69,23.3,2.713,48.4,1.738,1.317,99.7
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-23,33,33.5,33.25,-50.05,T-23,P029,T-23,P029,0,0,32,68,68.1,23.7,2.706,49.6,1.723,1.349,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=23,33.5,33.85,33.67,-50.47,T=23,P030,T=23,P030,0,0,31,69,64.7,22.5,2.722,48.1,1.738,1.319,99.2
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T-24,34,34.5,34.25,-51.05,T-24,P031,T-24,P031,0,0,32,68,70.2,25.2,2.696,48.5,1.73,1.314,99.5
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,T=24,34.5,34.8,34.65,-51.45,T=24,P032,T=24,P032,0,1,37,62,66.5,26.5,2.721,45.5,1.763,1.246,99.4
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,P- 1,35.15,35.45,35.3,-52.1,P- 1,P033,P- 1,P033,0,10,38,52,58.9,23.7,2.711,45.3,0,0,0
O988P599,No.2- 9 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.8,42.35,0,34.6293593,135.2420321,P- 2,35.65,35.95,35.8,-52.6,P- 2,P034,P- 2,P034,0,2,40,58,58.9,24.2,2.611,53.9,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-17,26.5,27,26.75,-43.4,P-17,P001,P-17,P001,0,1,24,75,81.1,26.5,2.742,68.5,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-18,27,27.5,27.25,-43.9,P-18,P002,P-18,P002,0,1,27,72,78.8,25.9,2.732,67.5,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-19,27.5,28,27.75,-44.4,P-19,P003,P-19,P003,0,1,34,65,75.1,24.6,2.737,54,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-20,28.15,28.45,28.3,-44.95,P-20,P004,P-20,P004,0,2,30,68,76.3,26.4,2.725,60.1,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-21,28.65,28.95,28.8,-45.45,P-21,P005,P-21,P005,0,1,32,67,67.1,19.6,2.743,54.7,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-22,29.15,29.45,29.3,-45.95,P-22,P006,P-22,P006,0,1,29,70,84.8,29.7,2.733,65.3,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-23,29.65,29.95,29.8,-46.45,P-23,P007,P-23,P007,0,6,31,63,68.6,21.6,2.74,50.1,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-24,30.15,30.45,30.3,-46.95,P-24,P008,P-24,P008,0,0,36,64,64.8,21.4,2.733,46.8,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-25,30.65,30.95,30.8,-47.45,P-25,P009,P-25,P009,0,0,39,61,66.6,22.2,2.715,46.3,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-26,31.15,31.45,31.3,-47.95,P-26,P010,P-26,P010,0,0,39,61,67.4,21.6,2.684,46.2,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-27,31.65,31.95,31.8,-48.45,P-27,P011,P-27,P011,0,0,38,62,69.3,22.3,2.709,49.8,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-28,32.15,32.45,32.3,-48.95,P-28,P012,P-28,P012,0,0,31,69,73.2,26,2.723,49.8,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-29,32.65,32.95,32.8,-49.45,P-29,P013,P-29,P013,0,0,32,68,67.5,22.1,2.725,48.2,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-30,33.15,33.45,33.3,-49.95,P-30,P014,P-30,P014,0,0,30,70,67.8,22,2.715,50.3,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-31,33.65,33.95,33.8,-50.45,P-31,P015,P-31,P015,0,0,34,66,65.4,21.7,2.723,48.8,0,0,0
O988P600,No.2-10 ,神戸市中央区港島９丁目の地先公有水面,1999,11,30,1999,12,3,KP,-16.65,41.36,0,34.6305543,135.2407821,P-32,34.15,34.45,34.3,-50.95,P-32,P016,P-32,P016,0,0,37,63,61.9,24.4,2.694,50.3,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-20,27.15,27.45,27.3,-43.8,P-20,P001,P-20,P001,0,2,19,79,94,34,2.742,75.2,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-21,27.65,27.95,27.8,-44.3,P-21,P002,P-21,P002,0,1,23,76,87.5,30.6,2.744,73.3,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-22,28.15,28.45,28.3,-44.8,P-22,P003,P-22,P003,0,1,27,72,74.5,25.2,2.735,60.9,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-23,28.65,28.95,28.8,-45.3,P-23,P004,P-23,P004,0,1,25,74,78.1,23.9,2.75,65.7,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-24,29.15,29.45,29.3,-45.8,P-24,P005,P-24,P005,0,3,40,57,62.7,21.7,2.741,50.5,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-25,29.65,29.95,29.8,-46.3,P-25,P006,P-25,P006,0,4,30,66,65,22.9,2.755,52.3,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-26,30.15,30.45,30.3,-46.8,P-26,P007,P-26,P007,0,1,39,60,70.3,18.3,2.761,52.4,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-27,30.65,30.95,30.8,-47.3,P-27,P008,P-27,P008,0,1,25,74,69.8,18.7,2.75,50.8,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-28,31.15,31.45,31.3,-47.8,P-28,P009,P-28,P009,0,2,25,73,74.8,26.1,2.749,51.5,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-29,31.65,31.95,31.8,-48.3,P-29,P010,P-29,P010,0,0,34,66,69.8,21.4,2.739,48,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-30,32.15,32.45,32.3,-48.8,P-30,P011,P-30,P011,0,0,35,65,71.8,24.8,2.721,47.2,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-31,32.65,32.95,32.8,-49.3,P-31,P012,P-31,P012,0,0,34,66,71,27,2.736,50,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-32,33.15,33.45,33.3,-49.8,P-32,P013,P-32,P013,0,1,31,68,71.3,25.8,2.738,44.7,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-33,33.65,33.95,33.8,-50.3,P-33,P014,P-33,P014,1,10,28,61,71,26.9,2.73,44.3,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-34,34.15,34.45,34.3,-50.8,P-34,P015,P-34,P015,0,0,29,71,71.5,25.3,2.727,47.9,0,0,0
O988P601,No.2-11 ,神戸市中央区港島９丁目の地先公有水面,1999,10,25,1999,11,29,KP,-16.5,42.35,0,34.6291093,135.240948,P-35,34.65,34.95,34.8,-51.3,P-35,P016,P-35,P016,24,68,4,4,0,0,2.634,8.5,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-17,28,28.5,28.25,-45.15,P-17,P001,P-17,P001,0,0,32,68,79.7,27.8,2.727,65.8,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-18,28.5,29,28.75,-45.65,P-18,P002,P-18,P002,0,1,36,63,78.6,28.1,2.727,59.3,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-19,29.2,29.5,29.35,-46.25,P-19,P003,P-19,P003,0,3,45,52,64.6,23.8,2.729,48.8,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-20,29.7,30,29.85,-46.75,P-20,P004,P-20,P004,0,2,49,49,62.9,22.9,2.727,47.4,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-21,30,30.5,30.25,-47.15,P-21,P005,P-21,P005,0,4,41,55,61.4,22.9,2.73,47.9,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-22,30.7,31,30.85,-47.75,P-22,P006,P-22,P006,0,2,45,53,61.5,24.2,2.735,45.6,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-23,31.2,31.5,31.35,-48.25,P-23,P007,P-23,P007,0,1,42,57,61.6,24.8,2.728,48.3,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-24,31.7,32,31.85,-48.75,P-24,P008,P-24,P008,0,1,45,54,60.1,23,2.735,46.3,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-25,32,32.5,32.25,-49.15,P-25,P009,P-25,P009,0,0,45,55,58.1,24.5,2.721,47,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-26,32.7,33,32.85,-49.75,P-26,P010,P-26,P010,0,0,46,54,63.8,22.4,2.7,46.8,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-27,33.2,33.7,33.45,-50.35,P-27,P011,P-27,P011,0,0,34,66,69.5,25.5,2.727,50.7,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-28,33.7,34,33.85,-50.75,P-28,P012,P-28,P012,0,0,36,64,68.4,25.3,2.738,48.7,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-29,34.15,34.45,34.3,-51.2,P-29,P013,P-29,P013,0,0,44,56,64.3,23.8,2.721,46.1,0,0,0
O988P602,No.2-12 ,神戸市中央区港島９丁目の地先公有水面,1999,11,27,1999,11,29,KP,-16.9,44.2,0,34.6283871,135.2410321,P-30,34.65,34.95,34.8,-51.7,P-30,P014,P-30,P014,0,1,43,56,63.2,24.8,2.699,43.8,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-16,26.15,26.45,26.3,-43,P-16,P001,P-16,P001,0,0,31,69,94.1,30.5,2.703,82.4,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-17,26.65,26.95,26.8,-43.5,P-17,P002,P-17,P002,0,0,28,72,94.6,29.6,2.71,81.3,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-18,27.15,27.45,27.3,-44,P-18,P003,P-18,P003,0,2,31,67,90.2,28.6,2.741,72.1,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-19,27.65,27.95,27.8,-44.5,P-19,P004,P-19,P004,0,1,31,68,87,27.2,2.689,77.1,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-20,28.15,28.45,28.3,-45,P-20,P005,P-20,P005,0,2,32,66,88.8,29.5,2.708,75.3,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-21,28.65,28.95,28.8,-45.5,P-21,P006,P-21,P006,0,1,40,59,74.4,24.2,2.688,56.4,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-22,29.15,29.45,29.3,-46,P-22,P007,P-22,P007,0,0,40,60,68.7,23.4,2.718,50.2,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-23,29.65,29.95,29.8,-46.5,P-23,P008,P-23,P008,0,2,36,62,71.8,23.2,2.712,59.5,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-24,30.15,30.45,30.3,-47,P-24,P009,P-24,P009,0,2,37,61,74.2,24.4,2.704,61.9,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-25,30.65,30.95,30.8,-47.5,P-25,P010,P-25,P010,0,1,38,61,72.6,23.8,2.697,58,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-26,31.15,31.45,31.3,-48,P-26,P011,P-26,P011,0,0,41,59,62.6,22.6,2.686,46.5,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-27,31.65,31.95,31.8,-48.5,P-27,P012,P-27,P012,0,1,37,62,69.7,23.9,2.672,58.2,0,0,0
O988P603,No.2-13 ,神戸市中央区港島９丁目の地先公有水面,1999,11,9,1999,11,13,KP,-16.7,41.35,0,34.6304702,135.239698,P-28,32.15,32.45,32.3,-49,P-28,P013,P-28,P013,0,1,39,60,61.8,24.3,2.689,53.3,0,0,0
