code A,code B,位置,N0,E0,試験深度,砂,シルト,粘土,土粒子密度,distance,wl0
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-32.0,1,37,62,2.669,6542.298244,76.3
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-44.95,2,30,68,2.725,7447.418245,76.3
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-44.95,2,30,68,2.725,7447.418245,76.3
O620k088,"No.A-5  ","大阪府泉州沖海域                    ",34.441005,135.2545467,-36.9,4,48,48,2.693,6485.585409,76.2
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-42.58,1,38,61,2.699,6242.249655,76.2
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-42.58,1,38,61,2.699,6242.249655,76.2
O620k088,"No.A-5  ","大阪府泉州沖海域                    ",34.441005,135.2545467,-32.9,1,51,48,2.701,6485.585409,76.1
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-49.25,0,25,75,2.718,7595.457234,76.0
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-49.25,0,25,75,2.718,7595.457234,76.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-42.35,13,32,54,2.681,7152.549301,75.9
S326Q648,"KW04092 ","ポ−トアイランド南公園              ",34.6607778,135.21925,-30.03,16,31,53,2.718,3564.921362,75.9
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-42.35,13,32,54,2.681,7152.549301,75.9
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-40.4,2,42,56,2.737,7253.408904,75.7
O619K071,No.60B-6,"大阪府泉州沖海域                    ",34.4233333,135.2808333,-19.4,18,35,42,2.676,3376.250012,75.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-43.95,0,30,70,2.711,7152.549301,75.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-45.9,0,26,74,2.686,7340.244076,75.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-43.95,0,30,70,2.711,7152.549301,75.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-45.9,0,26,74,2.686,7340.244076,75.5
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-42.74,8,45,47,2.616,6242.249655,75.3
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-47.4,0,25,75,2.736,7082.264655,75.3
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-42.74,8,45,47,2.616,6242.249655,75.3
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-47.4,0,25,75,2.736,7082.264655,75.3
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-48.8,0,24,76,2.71,7595.457234,75.2
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-48.8,0,24,76,2.71,7595.457234,75.2
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-44.4,1,34,65,2.737,7447.418245,75.1
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-44.4,1,34,65,2.737,7447.418245,75.1
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-48.25,0,31,69,2.723,7523.443163,74.9
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-48.25,0,31,69,2.723,7523.443163,74.9
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-47.8,2,25,73,2.749,7596.370501,74.8
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-47.25,0,29,71,2.741,7523.443163,74.8
O206p050,-2M南No1,"神戸市生田区ポートアイランド内      ",34.6609803,135.2194717,-26.59,0,0,0,0.0,3553.359012,74.8
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-35.32,24,34,42,2.691,5386.929043,74.8
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-47.25,0,29,71,2.741,7523.443163,74.8
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-47.8,2,25,73,2.749,7596.370501,74.8
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-43.85,1,34,65,2.715,7559.295029,74.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-44.25,1,34,65,2.685,7559.295029,74.7
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-44.4,1,34,65,2.73,7488.591954,74.7
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-30.6,2,49,48,2.664,4991.934948,74.7
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-44.4,1,34,65,2.73,7488.591954,74.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-43.85,1,34,65,2.715,7559.295029,74.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-44.25,1,34,65,2.685,7559.295029,74.7
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-43.8,1,33,66,2.721,7488.591954,74.6
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-42.4,25,21,50,2.701,7082.264655,74.6
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-46.9,0,21,79,2.737,7082.264655,74.6
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-42.4,25,21,50,2.701,7082.264655,74.6
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-46.9,0,21,79,2.737,7082.264655,74.6
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-43.8,1,33,66,2.721,7488.591954,74.6
O986P580,"No.10   ",神戸市中央区港島中町７丁目，９丁目地,34.6305913,135.2374541,-42.25,0,51,49,2.655,7305.673507,74.5
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-44.8,1,27,72,2.735,7596.370501,74.5
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-44.25,1,33,66,2.742,7523.443163,74.5
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-46.7,1,25,74,2.754,7595.457234,74.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-47.5,0,29,71,2.718,7340.244076,74.5
O986P580,"No.10   ",神戸市中央区港島中町７丁目，９丁目地,34.6305931,135.23745,-42.25,0,51,49,2.655,7305.673507,74.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-47.5,0,29,71,2.718,7340.244076,74.5
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-46.7,1,25,74,2.754,7595.457234,74.5
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-44.25,1,33,66,2.742,7523.443163,74.5
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-44.8,1,27,72,2.735,7596.370501,74.5
O612K012,"No.56-2 ","大阪府泉州沖海域                    ",34.4272217,135.2752783,-23.6,6,44,50,2.66,4044.386165,74.4
O609K013,"No.56-3 ","大阪府泉州沖海域                    ",34.4353603,135.2673497,-29.7,2,35,63,2.715,5192.00076,74.3
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-44.35,0,34,66,2.705,7152.549301,74.2
S282Q383,"KW00267 ","神戸市港外                          ",34.6718056,135.2128611,-21.56,15,38,47,2.646,2208.824879,74.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-44.35,0,34,66,2.705,7152.549301,74.2
O619K066,No.60B-1,"大阪府泉州沖海域                    ",34.4333333,135.2683328,-30.4,9,43,47,2.666,4972.503694,74.0
O619K068,No.60B-3,"大阪府泉州沖海域                    ",34.4297217,135.2725,-27.4,38,16,34,2.723,4419.678326,74.0
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-49.25,0,34,66,2.728,7523.443163,74.0
O989P615,"No.3- 7 ",神戸市中央区港島中町７丁目，９丁目地,34.6285082,135.2312198,-43.35,6,29,65,2.728,7340.244076,74.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-43.35,2,29,69,2.727,7340.244076,74.0
O989P615,"No.3- 7 ",神戸市中央区港島中町７丁目，９丁目地,34.62851,135.2312269,-43.35,6,29,65,2.728,7340.244076,74.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-43.35,2,29,69,2.727,7340.244076,74.0
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-49.25,0,34,66,2.728,7523.443163,74.0
O620K090,"No.A-7  ","大阪府泉州沖海域                    ",34.4403264,135.26236,-29.1,1,47,52,2.661,5904.530147,73.8
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-42.95,1,32,67,2.741,6440.284847,73.8
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-42.95,1,32,67,2.741,6440.284847,73.8
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-35.0,2,36,62,2.694,6542.298244,73.7
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-46.4,0,30,70,2.751,7082.264655,73.7
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-46.4,0,30,70,2.751,7082.264655,73.7
O619K070,No.60B-5,"大阪府泉州沖海域                    ",34.4252783,135.2783336,-21.4,4,56,40,2.639,3691.310124,73.6
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-47.75,2,30,68,2.722,7523.443163,73.6
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-47.75,2,30,68,2.722,7523.443163,73.6
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-41.4,1,35,64,2.732,6521.953727,73.5
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-47.47,0,22,78,2.718,7270.087216,73.5
S282Q383,"KW00267 ","神戸市港外                          ",34.6718056,135.2128611,-17.22,4,46,50,2.634,2208.824879,73.5
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-47.47,0,22,78,2.718,7270.087216,73.5
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-41.4,1,35,64,2.732,6521.953727,73.5
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-44.2,0,32,68,2.693,6707.565672,73.4
O617K049,No.57-14,"大阪府泉州沖海域                    ",34.4434353,135.2498317,-34.3,4,48,48,2.687,6990.425817,73.3
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-33.0,1,40,59,2.683,6542.298244,73.2
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-48.95,0,31,69,2.723,7447.418245,73.2
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-48.95,0,31,69,2.723,7447.418245,73.2
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-37.0,3,33,64,2.699,6542.298244,73.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-42.95,3,27,69,2.693,7152.549301,73.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-42.95,3,27,69,2.693,7152.549301,73.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-43.35,1,34,65,2.697,6440.284847,72.8
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-47.0,0,27,73,2.73,7340.244076,72.8
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-43.35,1,34,65,2.697,6440.284847,72.8
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-47.0,0,27,73,2.73,7340.244076,72.8
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-45.75,2,31,67,2.744,7523.443163,72.7
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-46.5,0,32,68,2.735,7340.244076,72.7
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-46.5,0,32,68,2.735,7340.244076,72.7
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-45.75,2,31,67,2.744,7523.443163,72.7
S282Q380,"KW00264 ","神戸市港外                          ",34.6719444,135.2108333,-21.45,14,46,40,2.626,2122.606413,72.6
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-43.25,3,29,68,2.703,6521.953727,72.3
S282Q383,"KW00267 ","神戸市港外                          ",34.6718056,135.2128611,-18.67,5,47,48,2.648,2208.824879,72.3
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-43.25,3,29,68,2.703,6521.953727,72.3
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-46.97,0,26,74,2.73,7152.549301,72.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-46.97,0,26,74,2.73,7152.549301,72.2
O621K116,"No.E-8  ","大阪府泉州沖海域                    ",34.4344453,135.261945,-32.6,6,47,47,2.655,5497.321108,72.1
O986P574,"No.4    ",神戸市中央区港島中町７丁目，９丁目地,34.6360487,135.2321468,-41.3,0,42,58,2.681,6551.037688,72.1
O227P088,"No.16   ","神戸港第２，第３防波堤附近          ",34.6654881,135.21556,-23.85,28,30,42,2.69,2949.35975,72.1
S282Q384,"KW00268 ","神戸市港外                          ",34.6626389,135.2177222,-25.81,0,55,45,2.62,3318.739081,72.1
O986P574,"No.4    ",神戸市中央区港島中町７丁目，９丁目地,34.6360469,135.2321539,-41.3,0,42,58,2.681,6551.037688,72.1
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-44.96,1,31,68,2.717,7270.087216,72.0
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-41.21,0,30,70,2.746,6707.565672,72.0
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-41.21,0,30,70,2.746,6707.565672,72.0
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-44.96,1,31,68,2.717,7270.087216,72.0
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-48.3,0,33,67,2.716,7595.457234,71.9
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-41.1,2,40,58,2.702,6242.249655,71.9
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-41.1,2,40,58,2.702,6242.249655,71.9
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-48.3,0,33,67,2.716,7595.457234,71.9
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-48.8,0,35,65,2.721,7596.370501,71.8
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-50.9,0,25,75,2.717,7559.295029,71.8
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-49.75,9,31,60,2.67,7523.443163,71.8
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-45.9,0,30,70,2.748,7082.264655,71.8
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-45.9,0,30,70,2.748,7082.264655,71.8
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-49.75,9,31,60,2.67,7523.443163,71.8
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-50.9,0,25,75,2.717,7559.295029,71.8
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-48.8,0,35,65,2.721,7596.370501,71.8
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-42.2,0,33,67,2.742,6707.565672,71.7
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-42.2,0,33,67,2.742,6707.565672,71.7
O683k263,"No.8    ","泉佐野市地先（前島地区北３区内）    ",34.41064,135.2973933,-14.45,8,43,49,2.732,1303.754983,71.6
O986P574,"No.4    ",神戸市中央区港島中町７丁目，９丁目地,34.6360487,135.2321468,-43.2,3,28,69,2.678,6551.037688,71.6
O986P574,"No.4    ",神戸市中央区港島中町７丁目，９丁目地,34.6360469,135.2321539,-43.2,3,28,69,2.678,6551.037688,71.6
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-50.8,0,29,71,2.727,7596.370501,71.5
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-50.8,0,29,71,2.727,7596.370501,71.5
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-42.96,6,32,62,2.72,7270.087216,71.4
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-42.11,1,37,62,2.692,6242.249655,71.4
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-42.11,1,37,62,2.692,6242.249655,71.4
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-42.96,6,32,62,2.72,7270.087216,71.4
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-49.8,1,31,68,2.738,7596.370501,71.3
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-49.8,1,31,68,2.738,7596.370501,71.3
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-47.4,11,28,61,2.733,7559.295029,71.2
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-43.45,1,35,64,2.727,7270.087216,71.2
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-45.35,0,30,70,2.698,7340.244076,71.2
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-43.45,1,35,64,2.727,7270.087216,71.2
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-45.35,0,30,70,2.698,7340.244076,71.2
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-47.4,11,28,61,2.733,7559.295029,71.2
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-49.3,0,34,66,2.736,7596.370501,71.0
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-50.3,10,28,61,2.73,7596.370501,71.0
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-46.46,1,29,70,2.714,7270.087216,71.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-43.3,4,28,68,2.706,7152.549301,71.0
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-27.9,4,43,53,2.667,5297.873705,71.0
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-46.46,1,29,70,2.714,7270.087216,71.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-43.3,4,28,68,2.706,7152.549301,71.0
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-49.3,0,34,66,2.736,7596.370501,71.0
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-50.3,10,28,61,2.73,7596.370501,71.0
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-44.65,2,32,66,2.708,6521.953727,70.9
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-44.65,2,32,66,2.708,6521.953727,70.9
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-48.75,0,33,67,2.73,7523.443163,70.8
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-44.45,3,40,57,2.729,7528.234538,70.8
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-43.9,5,39,56,2.741,7082.264655,70.8
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-43.9,5,39,56,2.741,7082.264655,70.8
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-44.45,3,40,57,2.729,7528.234538,70.8
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-48.75,0,33,67,2.73,7523.443163,70.8
O662ka03,"No.S.3  ","泉州沖海域（空港島内）　　　　　　  ",34.435935,135.261475,-29.35,9,53,38,2.564,5636.261618,70.7
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-44.95,0,34,66,2.727,7152.549301,70.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-46.35,0,30,70,2.726,7152.549301,70.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-44.95,0,34,66,2.727,7152.549301,70.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-46.35,0,30,70,2.726,7152.549301,70.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-45.3,0,31,69,2.721,7152.549301,70.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-45.3,0,31,69,2.721,7152.549301,70.5
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-46.8,1,39,60,2.761,7596.370501,70.3
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-48.5,14,35,51,2.719,7340.244076,70.3
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-48.5,14,35,51,2.719,7340.244076,70.3
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-46.8,1,39,60,2.761,7596.370501,70.3
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-51.05,0,32,68,2.696,7618.316711,70.2
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-51.05,0,32,68,2.696,7618.316711,70.2
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-47.8,0,33,67,2.715,7595.457234,70.1
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-47.8,0,33,67,2.715,7595.457234,70.1
S213P999,"KK00812 ","KK0081                              ",34.6646944,135.2165278,-25.94,0,0,0,2.66,3065.875331,70.0
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-44.25,1,31,68,2.718,6521.953727,69.9
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-40.1,13,38,49,2.705,6242.249655,69.9
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-40.1,13,38,49,2.705,6242.249655,69.9
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-44.25,1,31,68,2.718,6521.953727,69.9
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-41.35,1,33,66,2.735,6440.284847,69.8
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-47.3,1,25,74,2.75,7596.370501,69.8
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-48.3,0,34,66,2.739,7596.370501,69.8
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-41.35,1,33,66,2.735,6440.284847,69.8
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-47.3,1,25,74,2.75,7596.370501,69.8
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-48.3,0,34,66,2.739,7596.370501,69.8
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-42.1,0,32,68,2.731,6440.284847,69.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-48.4,2,27,71,2.741,7488.591954,69.7
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-48.4,2,31,67,2.71,7488.591954,69.7
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-42.1,0,32,68,2.731,6440.284847,69.7
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-48.4,2,31,67,2.71,7488.591954,69.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-48.4,2,27,71,2.741,7488.591954,69.7
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-45.96,2,30,68,2.75,7270.087216,69.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-45.95,0,32,68,2.718,7152.549301,69.6
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-45.96,2,30,68,2.75,7270.087216,69.6
